,companyFullName,companySize,district,financeStage,positionAdvantage,position_detail,position_name,salary,workYear
372,浙江甲骨文超级码科技股份有限公司,150-500人,西湖区,C轮,"五险一金,发挥空间大,团队氛围好,调薪机会","
职位描述：

岗位职责：
1、参与系统的需求分析，撰写相关专业的技术文档；
2、搭建系统开发环境，完成系统框架和核心代码的实现；
3、参与新技术的探索；
4、负责解决开发过程中的技术问题；
岗位要求：
1、本科以上学历，3年以上工作经验；
2、有过千万级别互联网应用系统开发经验优先；
3、对高并发、高性能数据处理系统有丰富经验；
4、熟练使用spring、mybatis等J2EE框架进行系统代码开发；
5、熟练使用RabbitMQ或其它消息中间件；
6、熟练使用REDIS、Mongodb、Cassandra等Nosql技术；
7、熟练使用MYSQL，有分表分库相关中间件开发经验；
8、熟悉Elasticsearch等搜索引擎优先；
9、有微服务架构治理经验优先。

",JAVA开发工程师,15k-20k,3-5年
373,杭州兰亮网络科技有限公司,50-150人,江干区,不需要融资,"产品优势大,公司背景强,产品业务多,发展空间大","
职位描述：

岗位职责： 1、负责Web架构与数据架构建设；?
2、负责项目核心功能模块设计和开发，对团队开发人员进行代码质量审核和技术指导，解决后端相关疑难问题；
3、技术预研和技术难点攻关，保障系统可用性、稳定性、和可扩展性；
4、能够在团队指导下，对关键技术进行研究和跟踪工作。
任职要求： 1、5年以上JAVA开发经验，熟悉设计模式和jvm及服务器性能调优，精通Java EE技术和框架；深入理解Spring MVC、SpringBoot、SpringCloud 、Mybatis、Webservice、Cache、Messaging、activity工作流、Nginx等框架和技术的设计思想和实现方式；
2、熟悉MySQL、Oracle、MSSQL等主流数据库系统的应用以及相关技术的开发；
3、精通面向对象分析设计方法，逻辑能力佳，具有丰富的OOA、OOD、OOP以及UML建模经验尤佳；
4、有大型业务系统的架构设计和实施能力，熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息等机制，能对分布式常用技术进行合理应用，解决实际架构问题；
5、对于系统架构、可用性、性能等有深刻理解；
6、工作认真负责，具有强烈的敬业精神，良好的沟通能力和团队协作精神，较强的自我学习意识，能快速适应新技术；
7、符合如下条件者优先：
a. 有OMS、WMS、TMS、物流、供应链金融、B2B商城相关软件开发经验；
b. 大型互联网公司开发相关岗位工作经验；

",资深Java开发工程师,23k-40k,5-10年
374,支付宝(杭州)信息技术有限公司,2000人以上,西湖区,B轮,"期权,13薪,氛围轻松","
职位描述：

招聘：java高级开发工程师/java技术专家
要求：
有3-5年的java开发或者架构设计经验
熟悉java、spring、ibatis、osgi、mysql等通用框架
有上进心和良好的沟通能力

",Java,30k-45k,3-5年
375,心怡科技股份有限公司,2000人以上,西湖区,未融资,"良好氛围,优秀同事,互联网公司","
职位描述：

工作职责： 1. 独立完成中大型项目的系统分析、设计，并能够完成核心代码的编写，确保技术方案能够按计划要求，高质量的完成； 2. 具有一定的技术架构思维，确保设计的技术方案、开发的代码有较高性能、质量保障、扩展性，前瞻性； 3. 对技术有较强的钻研及学习精神，能够深入了解开源技术、现有系统技术等相关技术原理，出现问题时能够通过较强的技术手段较好的解决问题；
?
任职要求：
1. JAVA基础扎实，理解io、多线程、集合等基础，对JVM原理有一定的了解；?
2. 3年及以上使用JAVA开发的经验，对于用过的开源框架，能了解到它的原理和机制；
3. 对spring,mybatis,redis,mq,elasticsearch等开源框架熟悉者优先；?
4. 熟悉分布式系统的设计和开发；?
5. 掌握多线程及高性能的设计与编码及性能调优；有高并发应用开发经验优先；?
6. 学习能力强，适应能力好；具备耐心/细心的品质；?
7. 热衷最新的技术，追求编写优雅的代码，从技术趋势和思路上能影响技术团队

",Java资深工程师,18k-35k,3-5年
376,浙江新华移动传媒股份有限公司,50-150人,上城区,不需要融资,"央媒平台,主流影响,扁平管理,福利齐全","
职位描述：

职位描述1、承担""新华社""、“现场云”等产品的开发，能独立完成软件系统及模块程序设计与代码编写；2、配合产品完成软件系统以及模块的需求调研、需求分析；3、深入理解业务需求，识别系统风险，规划并推动优化方案顺利实施落地；4、根据项目具体要求，承担开发任务，按计划完成任务目标职位要求1、计算机及相关专业本科以上上学历，3年及以上软件开发经验，有业务经验者优先；2、熟悉java web开发，有spring、mybatis、tomcat等适用配置经验，熟悉面向对象思想；3、熟悉常用的中间件，如dubbo、mq、redis、es；4、熟悉linux操作系统，掌握基本的操作命令；5、了解索引在sql中的作用，会编写sql存储过程，熟练编写联结查询及复杂的sql计算查询；6、有内容管理系统或大型网站设计经验优先；7、熟悉大数据、AI相关技术优先；8、事业心强，勤奋好学，热衷于产品研发和技术发展，具有强烈的责任意识和开放的心态，有团队精神。

",JAVA开发工程师-杭州,13k-17k,3-5年
377,武汉佰钧成技术有限责任公司,2000人以上,滨江区,不需要融资,"五险一金,商业保险,带薪年假,年度体检","
职位描述：

1、按照产品需求和项目架构设计，完成项目详细设计；
?2、负责业务流程设计与优化、负责接口设计与基本业务逻辑的设计与优化等 ；?
3、负责产品的设计和编码，技术难题攻关，参与系统数据模型及算法模型的设计并实现；?
4、进行代码交叉审核，编写技术文档，并进行简单的单元测试和压力测试，确保产品的质量和性能；?
5、维护和升级现有软件产品和系统，快速定位并修复现有软件缺陷，满足新业务实现要求；?
任职要求： 1、3年以上相关工作经验； 2、对Spring、SpringMVC、Struts、Hibernate、mybatis等开源框架应用经验丰富； 3、具备Java和数据库基础，熟悉Mysql/Oracle数据库、MongoDB/Redis等，了解缓存机制； 4、具备大数据处理经验，了解Hadoop体系，能够基于MapReduce、Hive等框架开发大数据应用的优先； 5、熟悉面向对象基础知识，熟悉 IO、 多线程、集合等基础框架，能灵活运用设计模式； 6、熟练使用Linux，熟悉Shell脚本； 7、有中大型互联网项目架构经验者优先考虑；有金融数据分析经验者优先考虑； 8、较强的表达和沟通能力，高度敬业精神，团队意识强；较强的学习和理解能力，善于钻研，喜欢挑战。

",java开发（外派恒生）,8k-14k,3-5年
378,杭州中芯微电子有限公司,50-150人,滨江区,B轮,"发展空间,专业管理,核心岗位,上市前期","
职位描述：

我们是谁？
中芯微是国内领先的物联网产品及解决方案供应商，专注于安防行业，在公安、司法、监所等领域构筑了网格化管理的解决方案优势，为客户提供有竞争力的智慧监管产品和服务，并提出了国内首创的4W（who/when/where/what）理念，采用唯一身份识别、精准跨界、主动预警、智能联动、实时推送、大数据决策等科技实战手段，有效实现人防、物防、技防、联防“四位一体”的智能化、一站式智慧监管。

中芯微在行业内有非常高的品牌影响力，在细分行业具备竞争力TOP3实力。
我们是国内首家开始监所定位应用探索的企业；我们利用RFID技术解决了边界实时大数据冲突处理并实现了底层数据精准识别；我们的硬件经过了军工级高强度可靠性压力测试；我们的系统封装了复杂的房间定位及跨楼层逻辑算法；我们的平台贴合一线业务且无缝集成多传感器融合技术并支持大数据分析决策；我们的生产与供应跨越了十万数量级台阶；我们的人员腕带作为监管总局推荐的指定产品向全世界展示。

中芯微也开始整合产业相关技术，致力于向更多的领域输出中芯微的企业价值与精神。
目前企业员工近100人，拥有3个联合研发中心，5家产学研高校，8项政府资质，10项行业资质，16项政府及行业荣誉，5项发明专利，5项外观专利，13项实用新型，29项软件著作权。

我们带来什么？
为客户创造价值
中芯微和客户一起，在全国完成了大量成功监管项目，帮助客户解放警力。中芯微携手合作伙伴，为集成代理商，提供开放、稳定的基础设施产品及平台，推动行业智慧转型。

推动产业良性发展
中芯微主张开放、合作、共赢，与客户合作伙伴及友商合作创新、扩大产业价值，形成健康良性的产业生态系统。中芯微加入多个标准组织、产业联盟和行业协会，积极参与和支持主流标准的制定、构建共赢的生态圈。我们面向射频识别RFID/433M/2.4G/125K/13.56M多频段融合区域定位、蓝牙/Ibeacon/AOA定位、UWB定位、LBS/WIFI辅助定位、GPS/北斗/GLONASS/GALILEO多星座融合定位、LoRa/NB-iot通讯、多传感器融合、视频分析、生物识别等技术领域，与产业伙伴分工协作，推动产业持续良性发展。

我们坚持什么？
中芯微10余年坚持聚焦在公安司法监所领域，抵制一切诱惑；坚持不走捷径，拒绝机会主义，真抓实干，长期投入，厚积薄发；坚持以客户为中心，以团队为根基，以质量为导向，长期艰苦奋斗，坚持自我批判。

我们的产品
标签类：
第四代人员腕带；第三代外出押解电子脚扣；第三代定位卡片；
枪支标签；资产标签；共享单车标签；蓝牙定位腕带；
定位类：
第三代增强型定位基站；地感型定位基站；双天线定位基站；蓝牙高精度定位基站；UWB高精度定位基站；
阅读类：
第三代POE阅读器；定位阅读器；UWB移动阅读器；肩佩式定位阅读器；单车阅读器；
系统平台类：
监所智慧防控实战平台
监所网格化物联网管控平台
区域人员动态管理系统
外出押解智能防脱逃系统
特殊资产离位报警系统
室内高精度定位管理系统

",高级JAVA开发工程师,12k-18k,5-10年
379,同盾科技有限公司,500-2000人,余杭区,C轮,"技术大牛,团队氛围好,高薪回报,高并发","
职位描述：

岗位职责
1、参与公司核心系统风险控制和反欺诈平台的开发；
2、理解产品需求，参与产品功能的讨论，共同确定每次版本发布的功能点；
3、分析产品功能，参与技术方案的讨论，并按照方案实现相关功能模块的开发；
4、完成自己负责功能模块的单元测试，并协助测试人员进行UI和接口自动化测试。

任职要求
1、大学本科及以上学历，专业不限，关键是要对这一行业有浓厚的兴趣，并具备扎实的技术功底；
2、对Java面向对象编程有深入的了解，熟悉java反射、多线程、NIO、JDBC等技术的使用和原理；
3、熟悉MySQL或Oracle数据库，了解索引的原理，对SQL有性能优化的能力；
4、熟悉HTTP协议，对HTML、CSS、JS有一定的使用经验；
5、熟悉Struts/SpringMVC/Webx、Spring、Ibatis/Hibernate等常用开发框架；
6、了解Apache/Nginx，Tomcat/Jboss?web和应用服务器的配置和使用；
7、熟悉JVM，有性能优化经验者优先；
8、参与或研究过开源项目，有持续更新的技术博客者优先；
9、有互联网行业分布式系统或Java中间件开发或使用经验者优先；
10、在网易、阿里、淘宝等知名企业P6及以上优先考虑。

请勿投递多个重复岗位哟～

",资深Java开发工程师,20k-35k,5-10年
380,浙江菜鸟供应链管理有限公司,2000人以上,西湖区,B轮,"重点项目,新事业部,福利好,待遇好","
职位描述：

岗位描述：
1、负责钉钉服务端的技术架构及开发，确保系统的高可靠性和千万用户量同时在线请求；2、负责钉钉开放平台的开发及架构设计；3、完成重要业务模块及核心代码框架的搭建及实现。
岗位要求：
1、JAVA基础扎实：精通多线程编程，熟悉分布式,缓存,消息队列等机制；熟悉JVM，包括内存模型、类加载机制以及性能优化；2、精通Web编程：精通spring mvc、orm框架（ibatis或hibernate）、模板引擎（velocity）；3、精通关系型数据库设计及SQL；4、具备良好的面向对象编程经验，深入理解OO、AOP思想，具有很强的分析设计能力，熟悉常用设计模式5、2年以上开发经验；技术视野开阔，学习能力好，对业界新技术敏感，喜欢钻研，具有良好的学习能力并注重团队合作。6、有大型分布式、高并发、高负载、高可用性系统设计和稳定性经验优先。

",高级Java开发,20k-40k,3-5年
381,浙江禾连网络科技有限公司,150-500人,西湖区,B轮,"全额公积金,boss牛,年终奖,六险一金","
职位描述：

岗位职责

1.作为团队核心开发，主导或者负责垂直业务线的需求讨论、方案设计及系统研发，确保项目进度和质量
2.优化系统性能和架构、提高系统稳定性及可扩展性
3.保持持续的自我学习及知识沉淀

任职资格

1.熟练掌握java基础：面向对象、集合、多线程、IO等，对JVM原理有一定了解；

2.3年以上JAVA开发经验，对用过的开源框架能了解到它的原理和机制：sping、springMvc、ibatis等

3.熟悉分布式系统的设计和应用,熟悉分布式、缓存、消息等机制

4.熟悉互联网产品开发模式，能适应快速迭代的开发节奏；

5、熟悉Mysql／redis／Mongodb等数据库，了解阿里云环境，熟悉Nginx、Jetty/Tomcat等Web服务器，熟悉Linux系统，对系统运维有一定经验者优先。

",Java开发工程师,15k-20k,3-5年
382,联合创展信息技术有限公司,2000人以上,西湖区,不需要融资,"五险一金,绩效,美女如云,弹性工作","
职位描述：

职位描述：
1. 参与产品设计，完成系统需求分析设计；
2. 参与服务器端业务架构设计, 模块划分和模块开发；
3. 主导和执行服务器端核心功能开发和性能优化；
4. 结合项目研究新技术；
任职资格:
任职要求：
1. 计算机或相关专业本科以上学历；
2. 5年及以上J2EE开发经验，3年以上互联网项目经验，能够独立完成项目开发及现有项目二次开发；
3. 熟悉分布式后端服务开发流程和规范，熟练掌握Spring、Mybatis等框架，熟悉Dubbo, SpringBoot等开发框架；
4. 精通Java多线程开发和线程池使用，熟练掌握分布式，缓存，消息队列MQ，搜索等技术体系；
5. 掌握Redis，Elasticsearch等NoSQL技术，精通MySQL的开发设计和调优；
6. 熟悉Linux环境，熟悉web容器性能调优，能独立部署，定位跟踪日志；
7. 具有良好的数据意识，具备数据分析经验者优先
8. 对技术有激情，喜欢钻研，主动性高，具有较强的独立工作能力和解决问题的能力;

",资深java开发工程师,25K-35K,3-5年
383,杭州有赞科技有限公司,500-2000人,西湖区,上市公司,"核心部门,复杂度高,高频改动,成长性好","
职位描述：

1. 熟悉计算机相关背景知识，掌握数据结构/算法设计，熟悉操作系统，网络编程等基础知识；
2. 有5年及以上开发经验，JAVA基础扎实，理解io、集合等基础框架，掌握多线程知识，对JVM原理有一定的了解；?
3. 了解使用过的开源框架的机制和原理，熟悉主流开源框架；
4. 良好的面向对象设计理念，熟练运用面向对象设计原则，追求编写简洁优雅的代码；
5. 熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息等机制；能对分布式常用技术进行合理应用，解决问题；
6. 主动性强，有强烈的求知欲和创新能力，有良好抗压能力，踏实、肯干，对成功有强烈渴望；
7. 有大型高性能分布式系统开发经验者优先，有稳定性治理经验更佳；
8. 具备一定的领域驱动设计知识者优先，有领域驱动设计实践经验更佳；

PS：
弹性作息、福利好、氛围open、全员Mac、妹子多、大神多。

看结果、执行力、没有政治斗争，相信你会Enjoy其中。

异地面试可报销交通和住宿费用。

为了提高效率，会有一至两轮的电话面试，投送简历后请保持手机畅通。

如果有人推荐过或者近期未通过面试，就请不要二次推荐了，系统中会有记录，谢谢！

",Java技术专家、架构师,25k-50k,5-10年
384,商盟商务服务有限公司,150-500人,西湖区,B轮,大牛多 金融互联网 第三方支付平台 复星,"
职位描述：

职位描述：?1、负责支付平台相关项目的开发和维护，进行软件设计和编码实现，确保安全、质量和性能；?2、根据开发规范编写各种开发文档及项目文档；?3、为团队引入创新的技术、创新的解决方案，用创新的思路解决问题。?技能要求：?1、熟练掌握目前流行开源框架(Spring/Ibatis)，并且对其核心思想、实现原理有一定认知；?2、JAVA基础扎实，理解io、多线程、集合等基础框架，对JVM原理有一定的了解；?3、熟练使用Oracle或者MySql数据库；?4、熟练掌握Linux操作系统及相关命令；?5、熟悉Internet基本协议（如TCP/IP、HTTP等）内容及相关应用；?6、热爱技术、学习能力强、关注设计、重视质量、善于沟通与团队协作；?7、熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息等机制；能对分布式常用技术进行合理应用者优先。

",Java 开发工程师,18K-30K,3-5年
385,上海溢唐数据科技有限公司,15-50人,余杭区,天使轮,"团队氛围好,接触新项目,成长空间","
职位描述：

工作内容：
? ?-参与公司后台的技术方案设计
? ?-负责系统后端代码的编写、维护以及相应文档的编写

工作要求：
? ?-三年以上相关工作经验，金融相关行业优先
? ?-计算机基础知识扎实，熟悉常用网络协议，数据结构
? ?-有较强的学习能力和分析解决问题的能力
? ?-熟悉Java/NodeJS/C#其中一种后端平台，以及web框架
? ?-熟悉一种关系数据库MySQL/MSSQL/Postgres,了解常用的NoSQL,redis/mongodb,了解相关使用场景、原理和实现
? ?-熟悉Spring相关框架优先
? ?-熟悉区块链相关知识优先
? ?-如果有GitHub/stakcoverflow账号，请附上

我们能给你：
? -良好的内部技术氛围和分享机制，定期接触公司内外的技术大牛
? -公司高速发展，机会多成长快
? -海量零食水果咖啡无限畅饮
? -不用打卡（弹性工作时间）
? -每年一次出国旅游，全年多次国内outing
? -公司妹纸多，颜值高
? -爱打王者荣耀者，这里有你的小伙伴

",资深Java工程师,20k-35k,3-5年
386,浙江阿拉丁电子商务股份有限公司,150-500人,滨江区,上市公司,"五险一金,周末双休,地铁沿线,一线江景","
职位描述：

岗位职责要求：
1.有5年以上Java开发经验，能优化现有的微服务架构，负责后端微服务平台；
2.熟悉掌握SpringBoot、SpringCloud、MyBatis、MySQL，并对主流应用服务器Tomcat等有充分了解；
3.知晓Linux基本操作，RabbitMQ或Kafka中间件；
4.熟练掌握 MySQL 应用开发、数据库原理和常用性能优化和扩展技术，以及 NoSQL，Queue 的原理、使用场景以及限制；
5.研究过 http 协议、搜索引擎、缓存、jvm 调优、序列化、nio、RPC 调用框架等，有相应实践经验者优先；
6.参与过大型复杂分布式互联网用户端 WEB / API 系统的设计开发者优先；
7.拥有和工作年限相称的广度和（或）深度，有较强的逻辑/概率思维能力，善于分析、归纳、描述、沟通、和解决问题；
8.对新技术，新观念保持好奇心.

",高级Java开发工程师,15k-25k,5-10年
387,杭州伐木累网络科技有限公司,15-50人,,不需要融资,带薪年假，五险一金，半年一次晋升,"
职位描述：

岗位职责： 1、参与系统架构设计、接口规范制定、技术文档编写等 2.?参与公司后端服务的设计，代码开发，系统稳定性开发，性能优化等相关工作； 3. 开发团队的日常工作管理以及成长体系推进； ? 任职要求： 1.?本科以上学历，5年以上java开发经验，有互联网或移动应用产品开发经验，大规模并发系统架构经验。 2.?Java基础扎实，熟悉io、多线程、集合等基础框架；熟练掌握Java各种开源框架Spring全家桶,dobbo等； 3.?熟练掌握Mysql数据库，有SQL优化经验。 4.?有Redis，Memcached缓存和NoSQL数据库开发使用经验； 5.?熟悉linux系统中的常用命令,以及在该系统下项目的部署； 6.?熟悉常见设计模式，有良好的设计思想和可以熟练使用Rose或Viso等UML工具； 7.?有良好的沟通、理解能力，有良好的团队合作精神。逻辑思维能力强，能够独立思考，能够承受一定程度的压力。

",高级java开发工程师；,15k-30k,5-10年
388,支付宝(杭州)信息技术有限公司,2000人以上,西湖区,B轮,"独角兽,阿里,大数据,互联网",,java研发工程师,15k-25k,不限
389,杭州云霁科技有限公司,50-150人,余杭区,B轮,"阿里系创业,互联网氛围,六险一金,金融云领导","
职位描述：

职位描述：

1.负责工作流引擎组件设计、开发与持续改进；

2.负责基于工作流引擎与自动化操作平台等业务系统对接，共同完成产品整体功能开发；

3.负责对其他团队提供工作流相关的技术支持，制定工作流相关的技术规范；



任职要求：

1. 至少熟悉一种开源工作流技术框架(如Activiti、Jbpm4/5/6等)，有至少一年以上Activiti或Jbpm的开发经验，能够基于开源工作流框架实现公司现有产品的工作流引擎组件；

2. 精通JAVA编程，2年使用java语言实际开发经验，熟悉Spring、J2EE等相关技术，熟练使用常见的Java工具类;

3. 对技术有强烈的兴趣，喜欢钻研，具有良好的学习能力，沟通技能，团队合作能力；?

4. 开发过IT流程自动化系统、运维工单系统或ITIL平台的优先考虑；

5. 熟悉数据中心IT运维管理知识或从事过IT运维管理软件开发的优先

",高级java工程师,20k-25k,3-5年
390,心怡科技股份有限公司,2000人以上,西湖区,未融资,"氛围赞,美女如云,互联网,扁平化","
职位描述：

工作职责：1. 独立完成中大型项目的系统分析、设计，并能够完成核心代码的编写，确保技术方案能够按计划要求，高质量的完成；2. 具有一定的技术架构思维，确保设计的技术方案、开发的代码有较高性能、质量保障、扩展性，前瞻性；3. 对技术有较强的钻研及学习精神，能够深入了解开源技术、现有系统技术等相关技术原理，出现问题时能够通过较强的技术手段较好的解决问题；
?
任职要求：
1. JAVA基础扎实，理解io、多线程、集合等基础，对JVM原理有一定的了解；?
2. 3年及以上使用JAVA开发的经验，对于用过的开源框架，能了解到它的原理和机制；
3. 对spring,mybatis,redis,mq,elasticsearch等开源框架熟悉者优先；?
4. 熟悉分布式系统的设计和开发；?
5. 掌握多线程及高性能的设计与编码及性能调优；有高并发应用开发经验优先；?
6. 学习能力强，适应能力好；具备耐心/细心的品质；?
7. 热衷最新的技术，追求编写优雅的代码，从技术趋势和思路上能影响技术团队

",高级Java开发工程师,15k-28k,3-5年
391,支付宝(杭州)信息技术有限公司,2000人以上,西湖区,B轮,"挑战,大数据,模型","
职位描述：

职位描述：1.参与系统的架构规划和设计，理解业务，识别需求，参与架构、系统、分析设计等多领域项目的相关技术的实践、应用和研发，保证系统的安全、稳定、快速运行2.根据业务规划及产品需求，参与技术可行性分析和需求分析，负责项目模块的详细设计、编码和内部测试的组织实施3.熟悉并熟练掌握公司软件平台使用方法，结合公司业务特点，构建适合公司发展需要的技术平台及框架4.负责相关技术文档的拟订和管理； ? ? 5.及时反馈实际工作中遇到的问题，并提出改进建议，参与项目的升级维护； ?6.积极参加各种技术上的培训； 职位要求： 1.2年以上Java研发和软件设计经验； 2.熟练掌握主流应用服务器架构体系、数据库以及各种中间件技术； 3.熟悉大规模系统的负载均衡、缓存、网络存储、网络安全、数据库高可用设计及性能评估机制； 4.具备良好的系统分析能力，良好的抽象思维和逻辑思维能力，独立分析问题解决问题的能力； 5.可承受较大压力，有责任感，较强的沟通协调能力，具有团队合作精神。

",资深java开发,15k-30k,3-5年
392,杭州连帆科技有限公司,50-150人,西湖区,A轮,有大牛，团队气氛好，有成长空间,"
职位描述：

职位描述：

结合产品业务需求，参与需求的分析和技术研讨
独立完成相关功能模块的分析和设计，编制相关文档
完成系统框架和核心代码，完成个人承担模块的开发和测试工作
对项目组中的开发人员提供技术支持，协助完善研发过程，对软件产品质量负责

职位要求：

全日制本科及以上学历，计算机相关专业
精通java，熟悉spring、ibatis/hibernate
熟悉html，javascript
具有较强的学习能力，抗压能力及团队合作精神
有相关企业开发经验者、移动互联网开发经验者优先考虑

---------------------------------

",Java开发工程师,7k-14k,1-3年
393,北京联龙博通电子商务技术有限公司,2000人以上,滨江区,D轮及以上,"五险一金,餐补,加班费,团建活动","
职位描述：

1、熟练java框架，精通springmvc
2、有MySQL、redis、Python实际编写经验
3、会spark、hive等分布式大数据
4、有机器学习人工智能优先
5、本科学历，学信网可查，2年以上经验

",java开发工程师,10k-20k,3-5年
394,浙江银泰百货有限公司,2000人以上,拱墅区,不需要融资,"阿里团队,技术大牛,新零售前沿,福利多多","
职位描述：

【岗位描述】
1、负责平台研发工作，负责业务功能实现和线上代码调优；
2、深入理解业务，主导架构设计及核心开发工作，推动技术不断升级，解决客户和平台问题；
3、带领、指导和培训其他开发工程师，完成既定的项目任务。
?【岗位要求】
1、本科学历, 互联网/软件行业3年以上工作经验；
2、优秀的分析问题和解决问题的能力, 敢于面对业务和技术双重挑战, 对解决具有挑战性问题充满激情, 抗压能力好；
3、熟悉各种架构模式（缓存，分布式，Ioc，DDD，CQRS等）设计模式，编码模式，以及相应的反模式；
4、熟悉各种编程范式（Paradigm）；
5、熟悉应用架构设计，善于划分API职责与子系统；
6、熟悉自动化测试和测试驱动设计；
7、熟悉网络编程、多线程编程技术，有大规模系统开发和设计经验；
8、精通linux平台上的Java语言编程，良好的编码习惯，熟悉数据库开发技术，熟悉shell编程；
9、对数据结构、算法设计、系统架构设计等有较为深刻的理解, 有异步架构开发经验优先；
10、有系统监控、数据分析模块、开放平台、实时计算等核心系统工作经验，有Hadoop等海量数据研发经验优先；
11、良好的沟通能力，善于学习, 乐于分享，有多语言技术栈, 参与过开源项目开发者优先。

",高级Java开发工程师-阿里新零售,20k-30k,3-5年
395,浙江臻善科技有限公司,500-2000人,西湖区,不需要融资,"五险一金,双休,员工体检,餐补","
职位描述：

岗位职责：1、参与编写软件数据库设计、详细设计文档。2、承担软件开发与维护工作。任职要求：
1.?本科及以上学历，计算机、软件工程等相关专业；3年以上开发经验；
2.?熟悉JSP，J2EE，JMS，JVM；熟悉Spring框架，springboot，Mybaits或Hibernate其中一种ORM框架，有设计经验；
3.?熟悉Oracle、Mysql其中一种或多种主流数据库；熟悉ORM框架，有设计经验；
4.?熟悉Linux环境及操作，熟悉Apache、Ngnix、Tomcat等开源服务器；
5.?了解Angular、vue等前端框架；
6.?熟练掌握分布式通讯框架、分布式存储、分布式缓存、分布式事物处理方案者优先考虑；
7.?对新技术有敏锐的触觉，乐于学习新技术；有极强的团队精神和合作精神，对工作有热情，能够在一定压力下工作。

",Java开发工程师,10k-20k,3-5年
396,浙江菜鸟供应链管理有限公司,2000人以上,余杭区,B轮,"阿里巴巴,菜鸟网络,股权丰厚,技术提升快","
职位描述：

菜鸟-平台技术部
岗位描述:
1.?负责菜鸟全球化数据集成架构和研发；
2.?负责菜鸟开放平台的架构和研发；
3. 负责物流云上产品的架构和研发；
4. 负责菜鸟IOT产品的架构和研发；


团队目标：
1.?基于混合云架构，构建全球20个站点以上的数据集成网络体系，支撑菜鸟全球化发展；
2.?构建全球数据集成网络的基础架构设施，包括全网专线互联，智能路由，多域容灾，数据&服务体系等；
3.?在基础设施之上，构建针对开放平台，物联网IOT，无线端等综合解决方案；
4.?全面向第二、三方提供中间件产品&服务，提升合作伙伴的技术能力；



岗位要求:
1.?本科或以上学历，2年以上java开发经验
2.?扎实的Java/J2EE知识基础和功底(重点包括包括JVM、类装载机制、多线程并发、IO、网络等)，有比较优秀的动手能力
3.?精通Java?EE相关的主流开源框架，能了解到它的原理和机制
4.?良好的面向对象设计能力，对系统的高可用和高复用有一定的经验和理解
5.?熟悉分布式技术（包括存储、缓存、消息系统等）优先
6.?有中间件和大型系统基础组件开发经验者优先?
7.?思路清晰，良好的沟通能力与技术学习能力

",Java高级工程师、技术专家,25k-50k,不限
397,浙江贝连科技有限公司,50-150人,滨江区,不需要融资,"双休日,福利多,五险一金,年终奖","
职位描述：

职责描述：
1、负责公司所有系统的技术架构工作；
2、分析业务需求，进行架构设计，指导并参与核心代码的编写；
3、解决技术问题，不断推动技术创新，从技术层面提升产品性能，提高用户体验；
?
任职要求：
1、本科及以上学历，计算机相关专业，至少5年以上开发经验，有互联网金融项目经验者优先；
2、精通互联网前沿技术，有大型分布式、高并发、高负载、高可用系统架构的设计、开发和调优的经验；
3、有强烈的责任感和主动性，热爱技术，积极关注行业动态，对技术有卓越的追求。

福利多多：
1.年终奖必须有。
2.五险一金全额缴，年假天数逐年增。
3.上班时间人性化：双休，不打卡。
4.工作日提供午餐餐补、有固定零食及下午茶提供，呵护您的胃。
5.团队月度活动多，户外、旅游和唱k，吃喝玩乐都陪你；还有出国outing。
6.快速的职业上升通道，简单的工作氛围。

",高级java开发工程师,25k-45k,5-10年
398,云宝宝大数据产业发展有限责任公司,50-150人,江干区,不需要融资,开放式,"
职位描述：

【岗位职责】
1、根据需求完成功能模块的详细设计；
2、开发产品核心功能模块及解决技术难题；
3、指导工程师完成日常的系统开发工作。【任职要求】
1、5年以上java开发经验；
2、掌握开源框架(Spring、SpringMVC、MyBatis、Redis、ElasticSearch)，对关键的实现机制有所了解；
3、具备丰富的大型互联网系统设计经验及独立解决问题能力，有分布式开发和调优者优先录取；
4、掌握sql语句及优化，熟悉oracle、mysql数据库；
5、掌握javascript，html，css，jquery，json等前端技术；6、熟练使用eclipse开发工具，svn/git版本控制及tomcat/Jetty服务器
7、优化和扩展现有的开发框架；
8、具有较强的自我学习能力。

",高级Java开发工程师,16k-25k,5-10年
